ETD status,PID,Author name,Title,Abstract,Table of Contents
published,emory:bsrsc,"Chen, Shuo",New Statistical Techniques for High-dimensional Neuroimaging Data,"Abstract
In this dissertation, we focus on developing novel statistical
methodology for high-
dimensional neuroimaging data (HND) to yield insights about the
complex neural
processing characteristics associated with mental diseases and
furthermore to provide
clinically relevant predictive information to aid with treatment
selection and progno-
sis. Our proposed methods would extract new information content
from neuroimaging
data, while coping with the many analytical challenges posed by
these massive data
sets. Speciï¬cally, we propose three new statistical
frameworks: (i) to predict disease
progression and therapeutic treatment response based on temporal
trends in longi-
tudinal neuroimaging data, e.g. repeatedly collected over weeks or
months; (ii) to
determine population-level brain networks revealed by functional
(or structural) con-
nectivity properties within regions of interest (ROI) and between
ROIs, while charac-
terizing whole-brain properties of these identiï¬ed
networks, such as the 'small world'
property; (iii) to analyze resting-state functional magnetic
resonance imaging (fMRI)
data by constructing methodology to determine localized estimates
of resting-state
brain activity and simultaneously yield functional connectivity
information based on
spatial correlations in the data.","Contents -- 1 Introduction 1 -- 1.1 Overview . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . 1 -- 1.2 Basic
Knowledge of Human Brain . . . . . . . . . . . . . . . . . . . . 2
-- 1.3 Neuroimaging Techniques . . . . . . . . . . . . . . . . . .
. . . . . . 4 -- 1.3.1 MRI and fMRI . . . . . . . . . . . . . . . .
. . . . . . . . . . 5 -- 1.3.2 PET . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . 9 -- 1.4 Preprocessing and Data
Analysis Methods for Neuroimaging Data . . 10 -- 1.4.1
Preprocessing Procedures . . . . . . . . . . . . . . . . . . . . 11
-- 1.4.2 Statistical Modeling for Activation Studies . . . . . . .
. . . . 12 -- 1.4.3 Connectivity Analysis . . . . . . . . . . . . .
. . . . . . . . . 14 -- 1.4.4 Classication and Prediction . . . . .
. . . . . . . . . . . . . . 20 -- 1.5 Motivation Examples . . . . .
. . . . . . . . . . . . . . . . . . . . . . 22 -- 1.5.1 An fMRI
Resting-state Study of Depression . . . . . . . . . . 22 -- 1.5.2 A
PET Study of Alzheimer's Disease . . . . . . . . . . . . . . 23 --
1.6 Proposed Research . . . . . . . . . . . . . . . . . . . . . . .
. . . . . 23 -- 2 Topic 1: A Novel Support Vector Classier for
Longitudinal High- -- dimensional Data and Its Application to
Neuroimaging Data 25 -- 2.1 Introduction . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . 25 -- 2.2 Methods . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . 28 -- 2.2.1
Classical Support Vector Classier . . . . . . . . . . . . . . . 28
-- 2.2.2 Longitudinal Support Vector Classier - LSVC . . . . . . .
. 30 -- 2.2.3 Nonlinear Kernel Functions . . . . . . . . . . . . .
. . . . . . 33 -- 2.2.4 Feature Selection and Parameter Tuning . .
. . . . . . . . . . 34 -- 2.3 Results . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . 35 -- 2.3.1 Simulation
study . . . . . . . . . . . . . . . . . . . . . . . . . 35 -- 2.3.2
Data Example . . . . . . . . . . . . . . . . . . . . . . . . . . .
38 -- 2.4 Discussion . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . 40 -- 2.5 Appendix: Proof of Convexity of
Objective function w.r.t. and . 41 -- 3 Topic 2: Bayesian
Hierarchical Model for Comprehensive Brain Con- -- nectivity
Analysis 44 -- 3.1 Introduction . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . 44 -- 3.2 Motivating Example . . . . .
. . . . . . . . . . . . . . . . . . . . . . 47 -- 3.3 Methods . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 49 --
3.3.1 Bayesian Hierarchical Model . . . . . . . . . . . . . . . . .
. . 49 -- 3.3.2 Estimation and posterior inference . . . . . . . .
. . . . . . . 54 -- 3.4 Results . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . 56 -- 3.4.1 MDD Study Using
Resting-state fMRI Data . . . . . . . . . . 56 -- 3.4.2 Simulation
Study . . . . . . . . . . . . . . . . . . . . . . . . . 62 -- 3.5
Discussion . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . 65 -- 4 Topic 3: An Unied Bayesian Framework for
Resting-state fMRI -- Data Analysis: Jointly Modeling Frequency
Activity and Connec- -- tivity 67 -- 4.1 Introduction . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . 67 -- 4.2
Motivating Example . . . . . . . . . . . . . . . . . . . . . . . .
. . . 69 -- 4.3 Method . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . 70 -- 4.4 Results . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . 76 -- 4.4.1 Voxel-level
results . . . . . . . . . . . . . . . . . . . . . . . . . 76 --
4.4.2 Regional results . . . . . . . . . . . . . . . . . . . . . .
. . . . 77 -- 4.4.3 Regional connectivity networks . . . . . . . .
. . . . . . . . . 80 -- 4.5 Discussion . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . 84 -- 5 Summary and Future
Work 85"
published,emory:pg4bf,"Dasgupta, Sharoda","Conceptualizing and quantifying access to HIV care among people
living with HIV in Atlanta, Georgia",,
published,emory:b4svf,"Dunne, Colleen Catherine","Poetic Visions: Figures of Sight and Feminine Subjectivity in the
Works of Sylvia Plath, Anne Carson, and Mei-mei Berssenbrugge","Although Sylvia Plath stands as an
iconic figure for the emergence of the feminine lyric voice in
20th century American poetry, the popular interpretation
of this voice as a ""confessional"" one has misrepresented the
significance of her work by framing it largely within the confines
of biographical studies. This focus has camouflaged an important
aspect of Plath's poetry, namely, how it stages the crisis
attendant to the figuration of the feminine lyric voice. Plath's
work operates within what I've identified as a culturally dominant
""script for seeing,"" a detached gaze that assumes a masculine
""I/eye"" and a feminine object. As a result, the feminine
""subject,"" that appears in Plath's work is one which can't claim a
lyric voice - it is muted and artificial, a victim of the
objectification of the script her poems stage. Plath's work does
not merely re-enact this script; it also comments upon it, exposing
its violence and cruelty through hyperbolic
theatricality. Plath's
dramatic staging of this crisis which haunts the birth of feminine
lyric subjectivity shapes and invites new and vital forms of poetic
dialogue, examples of which can be found in the works of two
contemporary women poets, Mei-Mei Berssenbrugge and Anne Carson.
Albeit in different ways, both poets open up new possibilities for
conceptualizing feminine subjectivity by revising the kind of
""script for sight"" that dominates Plath's lyric voice. Anne
Carson's subject resists the de-humanization of Plath's theatrical
self-presentation by moving ""offstage"" into the margins where
meaning cannot be seen but must be read. Although Mei-Mei Berssenbrugge's work, like Carson's,
seeks to disempower visual objectification, it does this not by
undermining the link between language and perception, but rather by
expanding and complicating that connection. Her work carves
a space for feminine subjectivity without separating itself from
the realm of representation, locating latent possibility and
""interiority"" within outward forms. In
their poetic engagement with notions of vision and subjectivity,
both Anne Carson and Mei-mei Berssenbrugge elude the traps of
feminine representation embodied in Plath's work and open up new
possibilities for figuring the feminine lyric
voice.","Table of Contents -- Chapter 1 -
Introduction………………………………………………………………………….........................1
-- 1.1 Scripts for Femininity and Scripts for
Seeing……………………………………………………..........1
-- 1.2 Poetry, Vision, and the Feminine
Subject……………………………………………………….............2
-- 1.3 Psychoanalytic Theory: Specularity and Sexual
Difference……………………………............6
-- 1.4 Figuring Sight and Feminine Subjectivity: Sylvia Plath, Anne
Carson, and Mei-Mei --
Brussenbrugge…………………………………………………………………………………..............................10
-- Chapter 2 - Staging Scripting: Sylvia Plath's Theater of the
Self……………………………........13
-- 2.1
Introduction………………………………………………………………………………………........................13
-- 2.2 The Script for
Seeing…………………………………………………………………………….....................23
-- 2.3 Identifying the
Script………………………………………………………………………….......................31
-- 2.4 Ensuring an Audience: The Lure of Autobiography in Plath's
Poetry…………………….....56
-- 2.5 The Illusory Body: Staging the
Script…………………………………………………………..............71
-- Chapter 3 - Seeing as ""Reading"" in Anne Carson's
Poetry……………………………………...........81
-- 3.1 Images and the
Imagination……………………………………………………………………..................81
-- 3.2 Autobiography as Reading/
Revision……………………………….............…………..……….......101
-- 3.3 Arbitrary
Markings……………………………………………………………………………........................123
-- 3.4 Gender and
Genre…………………………………………………………………………..........................140
-- Chapter 4 - ""Becoming of the Eye Between Light and Heart:"" -
Feminine Subjectivity -- in Mei-Mei Berssenbrugge's
Poetry…………………………………………….....................……….......154
-- 4.1 The Language of
Science………………………………………………………………..................…......154
-- 4.2 The Fragmented
Feminine………………………………………………………………………..................161
-- 4.3 Hidden
Continuities…………………………………………………………………………….......................167
-- 4.4 Feminine
Phenomenologies………………………………………………………………........................179
-- 4.5 Bodies of Becoming and
Between…………………………………………………………....................184
-- Conclusion:
……………………………………………………………………………………................................190
-- Bibliography:
…………………………………………………………………………………………….......................194"
published,emory:g0xsf,"Ragan, Stephen Taylor","Predictors of Treatment-Seeking Behavior Among Bolivian Caregivers
of Children Under Five With Acute Diarrhea",,
published,emory:1bfbf,"Smith, Lisa Marie","Eating Disorder Prevention in Sororities: Testing Mediators of
Intervention Effects","Abstract
Eating Disorder Prevention in Sororities: Testing
Mediators of Intervention Effects
By Lisa M. Smith
This study evaluated mechanisms through which intervention effects
were achieved in a
cognitive dissonance-based program (CD) that significantly reduced
eating disorder risk
factors among sorority women. CD is hypothesized to reduce body
dissatisfaction, and
thus risk for disordered eating. More importantly CD is
hypothesized to reduce body
dissatisfaction primarily through reducing the degree of thin-ideal
internalization
(Becker, Smith &amp; Ciao, 2005). Thus, the current study evaluated
the degree to which
thin-ideal internalization and body dissatisfaction each serve as
specific mechanisms of
change within CD. CD produced significant reductions in the outcome
measures (dietary
restraint and eating disorder pathology) and in reductions in both
of the mediators (thin-
ideal internalization and body dissatisfaction). Our results
provide some support for
partial and complete mediation in outcome measures during
intervention and in change
sustained from pre-intervention to one-month follow-up. Our data
suggest, however, that
ultimately reduced body dissatisfaction is the primary mediator of
sustained reductions in
eating disordered behaviors.","Table of Contents --
Introduction.............................................................................1
-- Current
Study...........................................................................18
--
Participants.........................................................................19
--
Procedure...........................................................................19
--
Measures............................................................................22
--
Constructs..........................................................................25
-- Statistical
Analyses................................................................25
--
Results...................................................................................29
--
Discussion...............................................................................45
--
Limitations..............................................................................51
-- Future
Directions.......................................................................51
--
References...............................................................................53
-- Table
1...................................................................................61
-- Table
2...................................................................................62
-- Table
3...................................................................................63
-- Table
4...................................................................................64
-- Figure
1..................................................................................65
-- Figure
2..................................................................................66
-- Figure
3..................................................................................67
-- Figure
4..................................................................................68"
published,emory:br305,"Khargonekar, Shivangi Pramod","Developing and Testing a Simple Approach for Projecting Temperature
Trends to Facilitate Public Health Preparedness","Extreme heat events (EHEs) are expected to intensify in North
America in the 21st
century, posing challenges outside current public health capacity.
Adaptation will likely
be required to minimize health impacts. Most adaptation to date has
been in response to
extreme weather events, e.g., the response to the European heat
wave of 2003. The US
has not experienced a similarly dramatic EHE and likely has a
significant preparedness
deficit. Scenario-driven table-top exercises are one way to
facilitate preparedness, but
these require credible projections of climatic shifts. Downscaled
projections are
computationally expensive, unavailable for most localities, and
most public health
agencies cannot make their own. Given the advent of warming trends
in many locales,
our objective is to determine whether it is appropriate to use
historical weather data to
project future temperature trends. Such an approach is relatively
straightforward,
intuitive, inexpensive, scalable, and generalizable compared with
downscaled projections.
To test this proposition, we used a dataset of historical weather
for selected major US
cities to identify appropriate indicators for projection, test
multiple methods for
extrapolating historical trends, project findings forward by
climate region and city, and
compare findings with available downscaled projections. Average
daily temperature,
average daily maximum temperature, and maximum of the daily maximum
temperature
in June-July-August (JJA) from 1950-2010 were selected as
indicators. Stepwise
autoregressive methods were used to generate polynomial projections
of the indicators.
The projections most consistent with historical data occurred with
the indicators of
central tendency and showed mostly positive trends (e.g., average
daily temperatures in
JJA in the Southeast are projected to increase by 5.6°F by
2035, and 10.0°F by 2055).
Negative trends for extremes (maximum of the daily maximum
temperature in JJA)
resulted for three regions. The trends were determined to be a
function of the
extrapolation method and greater variability in historical data for
these regions. Available
downscaled regional projections were in concordance with our
findings that much of the
US will experience warming in the future. We conclude that this
approach has promise
but may systematically underestimate the magnitude of likely future
temperature changes
in regions with variable historical temperature trends.","Table of Contents -- 
 -- Introduction. -- Background. --
Significance. -- Goals and Objectives. --
Methods -- Study Design. -- Study Setting. --
Site Selection. -- Data Sources and Management --
Data Analysis and Outcomes -- Indicators. --
Projections. -- Comparisons. -- Results --
Study Sample. -- Indicators. -- Variability of
Historical Data -- Projections. -- Comparisons with
Downscaled GCM Outputs. -- Discussion --
Indicators. -- Variability of Historical Data --
Projections. -- Comparisons. -- Study Strengths
and Limitations -- Conclusion -- References --
Tables and Figures."
published,emory:d7ww5,"Harris, Michael David","Self-Knowledge in Late Modernity: Hegel, Culture and Contemporary
Art","This thesis provides distinct understanding of the term
""self-knowledge"" in contemporary philosophy through utilizing a
notion of gnothi seauton or ""know thyself"" as conceived by
ancient Greeks. The twenty-first century features various ways of
comprehending the self that, I assert, are theoretically
dissatisfactory. Accounts of the self provided in neuroscience and
psychoanalysis, for example, justifiably distrust Enlightenment
ideas concerning the human subject, but in inappropriate ways.
Therefore I analyze a canonical response to the Enlightenment's
configuration of the self, Hegel's Phenomenology of Spirit.
This text, in conjunction with the work of Ernst Cassirer and Georg
Simmel, reveals self-knowledge to be the dialectic of praxis
(activity) and theoria (contemplation) grounded in human
desire. Only through communal recognition of material objects
labored over and transformed by individuals can self-knowledge be
realized. This means self-knowledge emanates from vibrant culture.
Applying this conception of self-knowledge to the ""late modern""
period, however, provesdifficult. Siegfried Kracauer and theorists
of the Frankfurt School persuasively argue that industrial and
technological advancements in the twentieth century make
self-expression and formation of particular communities
implausible. In other words, the self is perpetually alienated from
culture. I lastly turn to contemporary movements in visual art to
verify if gnothi seauton is utterly loss in late modernity.
The sculptures of Jeff Koons affirm the thesis of the Frankfurt
School and art critic Clement Greenberg. Fortunately, the dynamic
artworks of Thornton Dial suggest self-knowledge as grounded in
culture is still viable in late modernity.","Introduction 2 -- 1. Late Modern Conceptions of Self 6 -- 2. The
Idealist Self of the German Enlightenment 13 -- I. Transcendental
Idealism and its Context 14 -- II. Kant's Transcendental Self: A
Circumscribed Cognition of Phenomena 15 -- III. Fichte's
Spontaneous Self and Enlightenment Freedom 20 -- IV. Overcoming the
Pure Self of Modernity 24 -- 3. Self-Knowledge in Phenomenology of
Spirit 27 -- I. The Preface: Vernunft and a New Self 29 -- II. The
Cognitive and Dissatisfied Self of 'Consciousness' 32 -- III.
""Self-Consciousness is Desire"" 36 -- IV. The Master-Servant
Dialectic: Uncovering the Labor of Self-Knowledge 41 -- 4. The
Basis of Culture and its Dilemma in Late Modernity 50 -- I.
Culture's Definition and Position in Late Modernity 50 -- II. The
Culture Driven Life: Cassirer on Self-Knowledge and Werke 55 --
III. Culture and Community: -- Simmel on the Value of Cultural
Expression by Self and Other 59 -- IV. The Isolated Self: --
Kracauer and Dialectic of the Enlightenment on the Dilemma of Late
Modern Culture 65 -- 5. Avant Garde, Kitsch and Self-Knowledge
through Art 70 -- I. Greenberg on the Challenge of Contemporary Art
70 -- II. Kitsch at its Best: -- The Attraction and Dissatisfaction
of Jeff Koons' Artwork 74 -- III. Particularity, Freedom, and
Knowledge in the Work of Thornton Dial 77 -- Bibliography 81"
published,emory:pgtg2,"Schaefer, Jennifer Lee","Rebels, Martyrs, Heroes: Authoritarianism and Youth Culture in
Argentina, 1966-1983","A series of military dictatorships and authoritarian civilian
governments from 1966 to 1983 made a claim to sovereign power based
on the exclusion of young people. As police and military forces
occupied universities and limited political participation, young
people attempted to fortify their generational identity and
recuperate autonomy. The identities of rebel, martyr, and hero
intertwined in varying expressions, and in each instance, young
people used these categories to produce collective memory as a way
of sustaining their generational identity.
Commemorative acts often identified individuals who had been
injured, killed or threatened in confrontations with the military
or police, and reenacted previous demonstrations. The number of
idealized rebels, martyrs, and heroes swelled during university
occupations in Buenos Aires and provincial capitals in 1966 and in
protests like the 1969 Cordobazo in CÃ³rdoba. Conflicts
between right wing governments and left wing Peronist groups
including the Montoneros and the Fuerzas Armadas Revolucionarias
turned to retributive violence following the Trelew and Ezeiza
Massacres in 1972 and 1973. Responding to growing conflicts,
including the Marxist-Leninist group EjÃ©rcito
Revolucionario del Pueblo's attack on the Monte Chingolo military
installment in 1975, military leaders mobilized young people's real
or alleged involvement in violence to legitimize repressive
tactics. The military dictatorship that governed Argentina between
1976 and 1983 intensified political repression through the practice
of forced disappearance and foreclosed the kinds of commemorative
practices that young people used to claim political inclusion.
Drawing on extensive archival research, interviews with
historical participants, and audiovisual recordings, this
dissertation argues that the Argentine military's power over life
and death compelled young people to create modes of collective
memory that venerated their peers' lives. Analyzing intersections
between political life and mourning, and examining practices of
reenactment and commemoration that blurred the lines between live
and grieved bodies, the dissertation shows how and why young people
put their bodies at risk to challenge authoritarian practices. The
dissertation joins scholarly conversations that interrogate how a
spectrum of disciplinary technologies and commemorative practices
shape the construction of life, the state of exception, and the
potentialities of community.","Introduction Generational Identity and Collective Memory: Bare Life
and Knotty Time, 1 -- Chapter I: Grieving Martyrs and Honoring
Rebels: Student Resistance and Nationalist Youth Aspirations, 1966,
36 -- Chapter II: From Students and Workers to Militant Sacrifice:
Temporal Drag, Urban Geographies, and Commemorative Protests,
1969-1970, 90 -- Chapter III: Being Present for the Heroes and
Martyrs: Military Massacres and Revolutionary Vengeance, 1972-1973,
140 -- Chapter IV: Paramilitaries and Peronism: Generational
Identity, Rebellion, and Retributive Commemoration, 1974-1975, 190
-- Chapter V: Subversion and Specters: Destructive Militants and
Creative Youth, 1976-1977, 229 -- Epilogue: Righteous Reenactments
and Uncanny Repetitions: Commemorative Practices and Temporal Leaks
under Democracy, 270 -- Sources, 295 --      -- Works
Cited, 297 --"
published,emory:pg4vh,"Boos, Elizabeth Marie","Predictors of ""no shows"" at Omaha Veterans Administration primary
care clinics","Background: Missed medical
appointments (""no shows"") affect both staff and other patients who
are unable to make timely appointments. No shows can be prevented
through interventions that target those most at risk to make
appointments. Young age, low socioeconomic status, a history of
missed appointments, psychosocial problems, and longer wait times
are some predictors that have been previously found to be
associated with higher no show rates. Objective: This study
aimed to determine the potential risk factors for no shows in
primary care clinics of the Veterans Affairs Nebraska-Western Iowa
Health Care System (VA NWI HCS). Design: Age, sex, race,
presence of a mental health diagnosis, previous no show rate in
past two years, wait time, distance to clinic, and neighborhood
deprivation index were obtained for 69,908 primary care visits at
the Omaha, Nebraska VA NWI HCS between January 1, 2012 and December
31, 2013. Inclusion criteria were visits for patients whose zip
code was within the VA NWI HCS Service Area and non-cancelled
appointments at the Omaha primary care clinics. Results: In
log-binomial models accounting for clustering by zip code, the
strongest predictors of no shows were age between 20 and 39
(OR=3.86, 95% CI=3.46, 4.29) or between 40 and 59 (OR=2.22, 95% CI=
2.04, 2.42), black (OR=2.14, 95% CI=1.99, 2.31) or other non-white
race (OR=1.35, 95% CI=1.17, 1.56), male sex (OR=1.29, 95% CI=1.15,
1.44), and presence of mental health diagnosis (OR=1.16, 95%
CI=1.15, 1.44). Conclusion: These results show that
individuals who are younger, non-white, male or have been diagnosed
with mental health issues are more likely to no show. Interventions
to improve compliance could be targeted at these individuals in
order to decrease the burden of no shows on healthcare systems,
such as the Veterans Health Administration.","Chapter 1. Background/Literature
Review................................................... 1 --
Chapter 2.
Manuscript.............................................................................................
8 --
Abstract.........................................................................................................................
8 --
Introduction.................................................................................................................
9 --
Methods.......................................................................................................................
10 --
Results.........................................................................................................................
13 --
Discussion....................................................................................................................
15 --
References...................................................................................................................
19 --
Tables..........................................................................................................................
22 --
Figures..........................................................................................................................
28 -- Chapter 3.
Conclusion..........................................................................................
29"
published,emory:br8w8,"Vakili, Jessica","Identification of an Effective Diabetes Screening Strategy:
Analysis of the Screening for Impaired Glucose Tolerance Study","Background: Establishing an effective and systematic formal
screening test is ideal for managing the
public health burden resulting from diabetes. The oral glucose
tolerance test (OGTT) is the standard to
identify diabetes with maximum sensitivity and specificity.
However, this test is quite time intensive and
inconvenient for patients. We sought to determine if pairing
simpler tests together might be a reasonable
substitute for OGTT.

Methods: The final sample of the Screening for Impaired
Glucose Tolerance study involved 1,573
subjects without known diabetes. Tests collected on these subjects
included random plasma glucose
(RPG), hemoglobin A1c, glucose challenge test (GCT), fasting plasma
glucose (FPG), and an OGTT.
Four different disease statuses were defined to signify a positive
diagnosis for diabetes. For each
definition of diabetes, receiver operating characteristic curve
were produced for individual tests as well as
for combinations of two tests.

Results: Despite disease status, OGTT and FPG consistently
had the two highest areas under the curve
analyzing all subjects. Additionally, the majority of paired tests
were significantly higher than their
matching single tests proving combinations of simple tests improve
screening accuracy. FPG + GCT was
the combined test identified with the highest area under the curve
for standard diabetes and high-risk
prediabetes. Instead of using an OGTT, GCT could be performed
conveniently during an outpatient visit,
followed by an FPG in patients previously screened with GCT.

Discussion: Our data and results do suggest that strong
consideration should be given to screening. These
findings propose that opportunistic screening in a clinical setting
of individuals at high-risk would be
justified and thus will help delay the onset of type 2 diabetes.
Further research of this screening methods'
cost effectiveness would be necessary as well as future research
into additional diabetes screening
methods.","-- Table of Contents --
Introduction.....................................................1
-- Screening for Diabetes.........................................2
-- Current Screening/Testing Options..........................4 --
Study Goals.......................................................7
--
Methods............................................................8
-- Protocol and Measurements...................................8 --
Analysis.............................................................9
--
Results...........................................................................12
-- Demographics of
Participants...............................................12 --
Diabetes Definition as OGTT&gt;199 or
FPG&gt;125..........................12 -- Diabetes Definition:
High-Risk Prediabetes...............................15 -- Diabetes
Definition as OGTT&gt;199 or A1C ≥
6.5%......................16 -- Diabetes Definition as OGTT&gt;199
or A1c≥6.5 or FPG&gt;125...........17 --
Discussion.......................................................................19
-- Principal
Findings................................................................19
-- Review of
A1c....................................................................20
-- Glucose Challenge
Test........................................................20 --
Paired Tests in Previous
Literature..........................................21 --
Limitations.........................................................................22
-- Future
Research.................................................................22
--
Conclusions.......................................................................23
--
References.......................................................................24
--
Tables..............................................................................26"
published,emory:bnvr8,"Saltalamacchia, Julia ","  The Behavioral, Hormonal, and Neural Correlates of
Cognitive Control in Response to Sexual Interference Stimuli in
Fathers and Non-fathers","Abstract

Despite the fact that there is great variation in human paternal
care, its benefits to
children are immense and well documented. Life History Theory
suggests that men
pursue a reproductive strategy on a spectrum from mating effort to
parenting effort. The
purpose of this study is to investigate behavioral, hormonal and
neurobiological
differences between fathers and non-fathers through four aims. We
use a choice reaction
time task with sexual interference in fMRI to investigate brain and
behavioral differences
in reaction to sexual stimuli. Additionally, we investigate
differences in testosterone
levels and differences in brain structure. We found that fathers
are less distracted by
sexual interference stimuli than non-fathers, as measured by
reaction time. Those with the
slowest reaction times engaged the cognitive and emotional control
areas of their
prefrontal cortex less than those with faster reaction times.
Fathers have lower baseline
levels of testosterone than non-fathers, and those with higher
baseline levels of
testosterone engage their prefrontal cortex less during the
reaction time task. Our results
also suggest that fathers have greater gray matter density than
non-fathers in the medial
oribital frontal cortex and rostral ACC. These results suggest that
differences between
fathers and non-fathers manifest themselves in differences in
behavior, brain structure
and function, and hormones.","  -- Table of Contents -- I. --
Introduction.................................................................................................1
-- II. --
Methods.......................................................................................................8
-- a.
Subjects..................................................................................................8
-- b. Behavioral Task and
Procedure.............................................................8
-- c. Behavioral and Demographic
Analyses.................................................9 -- d.
Plasma Collection and Hormone
Analyses...........................................10 -- e. fMRI
Image
Acquisition.......................................................................11
-- f. fMRI Image
Analyses...........................................................................11
-- g. VBM
Analysis.......................................................................................12
-- III. --
Results.........................................................................................................14
-- a.
Demographic.........................................................................................14
-- b.
Behavioral.............................................................................................14
-- c.
Hormones..............................................................................................15
-- d. Functional MRI
Data............................................................................16
-- e.
Structural...............................................................................................17
-- IV. --
Discussion...................................................................................................19
-- V. -- Tables and
Figures......................................................................................29
-- a. Table
1..................................................................................................29
-- b. Table
2..................................................................................................29
-- c. Table
3..................................................................................................30
-- d. Table
4..................................................................................................30
-- e. Table
5..................................................................................................31
-- f. Table
6..................................................................................................31
-- g. Figure
1.................................................................................................32
-- h. Figure
2.................................................................................................33
-- i. Figure
3.................................................................................................34
-- j. Figure
4.................................................................................................35
-- k. Figure
5.................................................................................................36
-- l. Figure
6.................................................................................................37
-- m. Figure
7.................................................................................................38
-- n. Figure
8.................................................................................................39
-- o. Figure
9.................................................................................................40
-- p. Figure
10...............................................................................................41
-- q. Figure
11...............................................................................................42
-- r. Figure
12...............................................................................................43
-- VI. --
References...................................................................................................44
--  "
published,emory:fz4pj,"Li, Zheng","Dose Escalation with Over-dose and Under-dose Controls for Phase
I/II Clinical Trials","To save time and resources in new drug development, Phase I/II
clinical trials with toxicity response and drug efficacy as dual
primary endpoints have become increasingly popular. Escalation with
over dose control (EWOC) is a leading Bayesian adaptive Phase I
clinical trial design that can accurately estimate maximum
tolerated dose (MTD) and control the probability of overdosing
patients during dose allocation. To adapt EWOC to Phase I/II
clinical trials, we have used it as a framework to incorporate the
Gumbel Copula model and additional under-dosing control to
guarantee minimum drug efficacy for patients. A utility
function is proposed to estimate the composite effect of toxicity
and efficacy. The final recommended dose is determined by
maximizing this utility. Late onset and missing efficacy data are
common in Phase I/II clinical trials, especially during early
stages when patients are treated at low doses. Therefore, we
further employed the Bayesian data augmentation (DA)
algorithm to impute values for late onset or delayed efficacy data.
The resulting new Phase I/II design, which can monitor
toxicity and efficacy simultaneously, is named Dose
Escalation with Over-Dose and Under-Dose Control using Data
Augmentation (EWOUC-DA). The underlying theory of EWOUC-DA is
elaborated and extensive simulations are conducted to evaluate its
performance and operating characteristics. EWOUC-DA has been
demonstrated to provide better over-dose control, optimize utility,
and reduce the risk of failure in Phase III clinical trials
compared to EWOC. Hence, EWOUC-DA can address the new requisites of
Phase I/II clinical trials, reduce the cost of clinical trials, and
largely shorten the duration of new drug development.","1.
Introduction.................................................................................................................................
1 -- 2.
Methods.......................................................................................................................................
5 -- 2.1 Outcome Model and
Re-parameterization.........................................................................
5 -- 2.2 Overdose-Control and Under-dose
Control......................................................................
7 -- 2.3 Accommodate Delayed
Efficacy.....................................................................................
10 -- 3
Simulation...................................................................................................................................
13 -- 3.1 Simulation Plans and Model
Setting................................................................................
13 -- 3.2 Dose
Recommendation....................................................................................................
15 -- 3.3 Therapeutic
Effects..........................................................................................................
16 -- 3.4 Expected Trial
Duration...................................................................................................
17 -- 3.5 Sensitivity
Study..............................................................................................................
18 -- 4. Conclusion and
Discussion........................................................................................................
19 --
References.....................................................................................................................................
21 -- Appendix
A...................................................................................................................................
23 -- Appendix
B...................................................................................................................................
27"
published,emory:pkndg,"Hariharan, Neetu","Understanding intimate partner violence, HIV, and community based
resources through a spatial lens among women in Atlanta, GA",,
