ETD status,PID,Author name,Title,Abstract,Table of Contents
published,emory:br5f5,"Long, Jeanne Louise","Depression and Suicide among Adolescents in Medellín,
Colombia: A Mixed-methods Approach to Understanding Family-level
Risk and Protective Factors",,
published,emory:946r7,"Srichandra, Farah","Micronutrient Biomarkers of Nutrition Status Influence the Risk
of TB in US Men and Women: NHANES I Epidemiologic Follow-up
Study","Abstract
Micronutrient biomarkers of Nutrition Status Influence the Risk of
TB in US Men
and Women: NHANES I Epidemiologic Follow-up Study

By Farah Srichandra

Background: One third of the world's population is thought
to be infected with
tuberculosis (TB), and new infections occur at a rate of about one
per second. The
proportion of people who become sick with TB each year is stable or
falling in different
regions of the world, but, because of population growth, the
absolute number of new
cases is still increasing. Undernutrition is an important risk
factor for TB, but, primarily,
studies have been conducted on anthropometric measures for
nutritional status and few
studies have used biomarkers for nutritional status.

Objective: This research analyzes the risk of developing TB
in relation to micronutrient
biomarkers of nutritional status. Our specific interest is whether
micronutrient biomarkers
of nutritional status at baseline are related to the incidence of
TB during the follow-up of
10 to 20 years.

Methods: In the NHANES-1 epidemiological follow-up study,a
nationally representative
data set of 14,407 adults who were followed up on 3 to 4 occasions
over a period of 10 to
20 years. Secondary data analysis was carried out using SAS
statistical software, to
examine the relationship between deficiencies in hemoglobin,
albumin, vitamins A,
iron and the incidence of TB. The primary dependent variable is
incidence of TB during the follow - up period.

Results: Anemia and low serum albumin are independent risk
factors for physician
diagnosed TB, and it's magnitude of effect is 3.02 (1.44, 6.34) 95%
CI.As a result, the chances of
developing TB increase by 3-fold for persons who are anemic.
Vitamin A was not associated with physician diagnosed TB.

Discussion: The longitudinal cohort study provides data on a
large national sample, it presents a unique opportunity for health
researchers to study changes in health status and the factors that
contribute to good health as well as illness. This study provides
implications to address the importance of micronutrient biomarkers
as a way to combat TB globally.","Table of Contents -- I. Introduction
...............................................................................................................................
1 -- Title
.............................................................................................................................................
1 -- II. Specific Aims
............................................................................................................................
3 -- III.Literature Review
....................................................................................................................
3 -- A. Epidemiology of Tuberculosis
...................................................................................................
3 -- B. Recent Studies on TB
.................................................................................................................
5 -- IV. Subjects and Methods
............................................................................................................
6 -- A.The first National Health and Nutrition Examination Survey
(NHANES-1) ............................. 6 -- B. The NHANES-1
Epidemiological Follow-up Study (NHEFS)
................................................. 7 -- C. The
present analytic data set
......................................................................................................
8 -- 1. Inclusion/exclusion criteria
.....................................................................................................
8 -- 2. Exposure Variables
.................................................................................................................
9 -- 3. Outcome Variable
...................................................................................................................
9 -- 4. Follow-up time
......................................................................................................................
11 -- 5. Covariates
.............................................................................................................................
12 -- D. Analysis
....................................................................................................................................
12 -- V. Results
.....................................................................................................................................
15 -- A. Description of the Study Sample
.............................................................................................
15 -- B. Bivariate Analysis
....................................................................................................................
16 -- C. Logistic Regression and Modeling
...........................................................................................
17 -- VI. Discussion
..............................................................................................................................
17 -- A. Limitations
...............................................................................................................................
18 -- B. Strengths
...................................................................................................................................
19 -- C. Future Research
........................................................................................................................
20 -- D. Importance for Public Health
...................................................................................................
21 -- VII. Literature Cited
..................................................................................................................
22 -- Appendix A - Tables
...................................................................................................................
24"
published,emory:bpwx4,"Banker, Brett Jordan","A Republican Renaissance: Jack Kemp and the Supply-Side
Revolution, 1974-1981","While the modern Republican Party is associated with supporting
tax cuts, this has not always
been the case. In the immediate post-New Deal era, Republicans
often eschewed tax cuts because
they viewed them as leading to budget deficits. Beginning in the
1970s, a conservative vanguard
of economists worked to change the Republican's aversion to tax
cuts. These economists
advocated supply-side economics, an unconventional theory that
stated among many things that
if the government lowered tax rates, it would paradoxically raise
tax revenues as it would
stimulate the economy. The public face of this movement was Jack
Kemp, a young and rising
congressman from eastern New York. I will argue that Jack Kemp was
able to rebrand the
Republican Party by changing its economic ideology and through
courting unconventional
constituencies.","Introduction……………………………………………………………………..………………............1
-- Chapter 1: The GOP and the Balanced Budget
Ideal…………...……...............5
-- Chapter 2: Jack Kemp: Political
Entrepreneur……………………….…...……........21
-- Chapter 3: Building the Supply-Side
Coalition……………………...………....….....26
-- Chapter 4: Supply-Side Economics and the Reagan
Revolution………………..36 --
Conclusion…………………………………………………………………………………............…….43
--
Bibliography………………………………………………………………………………….............…45"
published,emory:gsdvr,"Oberste, Anna","Determining Patient Barriers Affecting Emergency Room
Overutilization at Northeast Georgia Medical Center","Background: Emergency departments are currently
experiencing crowding, long wait times, and significant strain on
the staff, and are targeting over utilizers as a way to divert care
into more appropriate care settings. Northeast Georgia Hospital
System (NGHS) Emergency Department, the busiest in the state has
developed extensive community healthcare settings but continues to
have returning over utilizers which taxes their already limited
resources.
Method: This study used an existing emergency room survey
instrument modified to determine the perceived barriers to
utilizing community healthcare options. Emergency department
patient database was applied to identify the over utilizers,
reasons for visits and statistical patterns for emergency
department use.
Results: Of those surveyed the most common barriers were
associated with perceived cost of community care, and lack of
awareness of community options. Fifty-two percent cited appointment
barriers, inability to get an appointment which fit their schedule
or find an available appointment time in a timely manner.
Twenty-nine percent said that transportation was a problem. Other
barriers to community care include healthcare urgency perceptions
by the patient, medication compliance, health literacy, and
cultural norms.
Conclusion: Over utilizers perceived barriers to
community healthcare are similar to national trends. Even though
patients may have access to primary care, they often feel that
their community health care does not meet their health goals. On
the other hand, these patients feel the emergency department does
provide for their health needs with respect to relief, convenience,
cost, and resolution of acute exacerbations.","--  --
Table of Contents
-- Table of Contents. 1 -- Abbreviations. 3 --
Glossary of Terms. 4 -- Chapter 1: Introduction. 6 --
Problem Statement 6 -- Theoretical Framework. 7 --
Purpose Statement 9 -- Research Question. 9 --
Significance. 9 -- Chapter 2: Literature Review.. 11
-- Overview.. 11 -- Characteristics of Frequent ED Users.
11 -- Population Characteristics. 11 -- Health
Literacy. 15 -- Perceived Barriers to Community Care. 17
-- Evidence-Based Interventions for Frequent and Super Users of
the ED.. 20 -- Conclusion. 24 -- Table 1.
Characteristics of ED Frequent Users and Super Users. 26 --
Table 2. Interventions for Frequent Users of the ED.. 28 --
Chapter 3: Methodology. 30 -- Introduction. 30 --
Population and Sample. 30 -- Research Design. 30 --
Instruments. 31 -- Data Analysis. 32 -- Limitation
and Delimitations. 33 -- Emory University Institutional
Review Board Clearance. 33 -- Summary. 34 -- Chapter
4: Results. 35 -- Introduction. 35 -- Demographics.
35 -- Figure 1. Frequency of NGHS ED visits, October 1, 2013
to April 30, 2014, per individual patient. Inset: expanded scale
for patients with â‰¥6 visits. 36 -- Table
3: Patient characteristics, October 1, 2013 through April 30, 2014.
37 -- Table 4: Most common diagnoses codes for all ED
visits. 38 -- Figure 2 Frequency of return visits for the
same or a similar complaint, derived from admission diagnosis ICD-9
codes. A. All patients. B. Patients who visited
â‰¥6 times. 38 -- Figure 3 Temporal trends
in NGHS ED visits, for all patients. A. Count by day of week. B.
Frequency by hour of day. 39 -- Interview Findings. 39
-- Figure 4 Results for attempts to contact frequent NGHS ED
users. 40 -- Figure 5 Patient-reported frequency of ED (A)
and doctor visits (B), and number of doctors seen (C) in the 90
days prior to their latest ED visit 41 -- Figure 6. Reasons
doctor was not seen. 41 -- Other Findings. 42 --
Limitations. 43 -- Summary. 43 -- Chapter 5:
Discussion. 44 -- Introduction. 44 -- Summary of
Study. 44 -- Conclusion. 47 -- Implications. 48
-- Recommendations. 48 -- Appendices. 51 --
Appendix A: Mixed Method Analysis of ED Frequent Users at
Northeast Georgia Hospital System.. 51 -- Appendix B:
Northeast Georgia Medical Center Emergency Room Follow-up Survey.
52 -- Appendix C Formulas for Excel Statistics. 55 --
Appendix D: EPI-Info Statistical Analysis of Survey. 59 --
References. 62"
published,emory:g17f2,"Moriarty, Leah F","Infants and the Seasonal Influenza Vaccine: safety, effectiveness
&amp; alternate forms of protection",,
published,emory:cqt2k,"Brooks, Andrew Michael",The Neural Coding of Loss,"After decades of research, we know that the mesolimbic
dopamine pathway is heavily involved in nearly all aspects of
financial decision-making. Its role has been defined by its
involvement in reward-related learning as it relates to monetary
gains. There is little evidence implicating it in aversive or
loss-related learning. This dissertation was designed to advance
our understanding of this systems involvement in aversive and loss
related decision making. To do this, we use functional magnetic
resonance imaging while human participants engage in experimental
economic tasks that deal with financial decisions over gains and
losses. We show that, 1) during decision-making, the ventral
striatum tracks the expected values of gambles that are entirely
aversive, 2) heterogeneity in loss-holding behavior in the stock
market can be explained via activity within the ventral striatum,
and 3) the ventral striatal processes earnings announcements which
lead to financial loss, and are correlated with subsequent changes
in stock price. We find that the BOLD response in the ventral
striatum to loss outcomes in all three of our experiments fit with
the prediction error hypothesis of dopamine activity. Finally, we
discuss future research in financial loss, and its implications for
sub-optimal behavior, such as gambling addiction.","Chapter 1 --
-- Introduction. 1   -- Goals of
the Research Project 1   --
Background. 2   -- The
Mesolimbic Dopamine System.. 2   -- Reward
Prediction Error. 4   --
Functional Magnetic Resonance Imaging. 8   -- Gains and
Losses in the Brain. 15   --
Experiment Overview.. 19   -- Figures
and Tables. 22   --
-- 
Chapter 2  -- Introduction. 
24   -- Materials
and Methods. 26   --
Participants. 26   --
Experimental Procedures. 26   -- fMRI
Measurements. 29   -- fMRI
Analysis. 29   -- Results. 
31   --
Behavioral 31   -- fMRI. 
33   --
Discussion. 35   -- Conflict
of Interest Statement 39   --
Acknowledgments. 39   -- Figures
and References. 40   --
-- Chapter 3 
 -- Introduction. 
47   -- Materials
and Methods. 49   -- Asset
trading task. 50   --
Behavioral data analysis. 52   -- fMRI data
acquisition and analysis. 53   -- Results. 
55   -- Imaging. 
58   --
Discussion. 60   --
Acknowledgments. 65   -- Figures
and Tables. 66   --
Supplementary Material 73   --
-- Chapter 4 
 -- Introduction. 
81   -- Materials
and Methods. 83   --
Participants. 83   --
Forecasting Task. 84   -- Firm
Selection. 85   -- fMRI data
acquisition and analysis. 86   -- Results. 
88   --
Discussion. 90   -- Figures
and Tables. 94   --
-- Chapter 5 
 -- Summary of Findings. 
100   --
Significance. 103   -- Basic
Knowledge. 103   -- Clinical
Relevance. 104   --
Applications. 105   -- Cellular
Speculation. 106   -- Future
Directions. 108   -- Final
Words. 110   -- 
References  -- 
 --"
published,emory:bpcv9,"Davis-Faulkner, Sheri","Precious Opportunities: Black Girl Stories and Resistance
Pedagogies as Critical Race Feminist Responses to the Childhood
Obesity Epidemic","Precious Opportunities: Black Girls Stories and
Resistance
Pedagogies as Critical Race Feminist Responses to the
Childhood Obesity Epidemic

Black girls have been featured throughout the ""real"" genre of
televisual media as
universal representatives of obese youth in America. Statistically,
they are the
youth population with the highest prevalence of obesity.
Precious Opportunities is attentive to the treatment
of black girls bodies within the ""childhood obesity""
visual narrative through a critical examination of commercial mass
media. This
dissertation is organized around four major areas: American
consumer culture,
feminist body theory, critical race theory, and resistance
pedagogy. Using a
critical race feminist framework, this project seeks to challenge
the framing of
""childhood obesity"" within popular media. It also challenges
neoliberal
recommendations that individual youth simply ""eat better"" and
""workout."" The
dissertation argues that the fiercening of capitalism and expansion
of media
conglomerates through acquisitions has significantly influenced
individual
decision-making and consumer choice. A multi-sited media
ethnography, it
begins with a content analysis of Too Fat for Fifteen: Fighting
Back, the first
televised reality series dedicated to ""childhood obesity,"" followed
by an
interrogation of corporate actions by primary parent companies
involved with the
series. Precious Opportunities advances humanities-based
responses to the
framing of childhood obesity in a ""pedagogy of mass consumption.""
The first
response explores the treatment of black girls' bodies within black
feminist
literature as an alternative to televisual media. Using Sapphire's
novel Push as a
counterstory, it analyzes ""childhood obesity"" from the perspective
of Precious
Jones, a fat black girl protagonist. The second response engages
youth directly in
an eight-week summer camp, Camp Carrot Seed. As a ""pedagogy for
social
change"" it offered a group of black teenagers opportunities to
develop multiple
literacies including: organic gardening, grocery shopping, cooking,
creative
expression, and environmental stewardship in exchange for studying
their
decision-making regarding food and physical activity.","Table of Contents -- Introduction -- The ""Childhood Obesity
Epidemic"" as a Pedagogy of Mass Consumption 1 -- Chapter 1 --
Critical Race Feminist Praxis: Advancing a Critical Race Feminist
Intervention -- in Media Studies 25 -- Chapter 2 -- As Seen On TV:
Looking Within the Frame at the Official Story 55 -- Chapter 3 --
800lb Media Gorilla: A Fierce Critical Interrogation of Corporate
Troubles -- at Home 106 -- Chapter 4 -- Recovering a Precious
Presence: A Critical Race Feminist Literary Response 151 -- Chapter
5 -- Camp Carrot Seed: Embodied Epistemology and a Pedagogy for
Social Change -- as Ethnographic Practice 190 -- List of Figures
232 -- Bibliography 233"
published,emory:br9nd,"Walker, James Hardeman","The Psychometric Evaluation of Sexual Violence Prevention
Instruments for Use with Male College Students","Abstract
The Psychometric Evaluation of Sexual Violence Prevention
Instruments for Use with Male
College Students
By: James Walker
The purpose of this study was to assess the psychometric properties
of three novel scales and two
novel indexes developed and used in the RealConsent study, a
web-based sexual violence
preventive intervention for male undergraduates implemented and
evaluated at Georgia State
University. These metrics assessed five important constructs
designed for use in evaluations of
sexual violence interventions: legal knowledge of informed consent,
perceptions of informed
consent, self-efficacy to intervene when a woman's consent is
compromised, outcome
expectancies for non-consensual sex, and outcome expectancies for
intervening behaviors. Each
scale was assessed for reliability and validity. Results showed
that one of the three novel scales:
Self-Efficacy to Intervene, and one of the two indexes: Perceptions
of Informed Consent for Sex,
showed adequate reliability and validity. These two metrics are
therefore verified for future
research efforts, while the other three may need further analysis
or modification to enhance their
utility in future studies.","Table of Contents -- Background
...................................................................................................................................
1 -- Addressing the Threat of Violence Against Women
...................................................... 1 -- The
RealConsent Study
....................................................................................................
2 -- Methods
..........................................................................................................................................
4 -- Intervention
.......................................................................................................................
4 -- Data Collection
..................................................................................................................
5 -- Study Population
...............................................................................................................
5 -- Measures
............................................................................................................................
6 -- Development of New Instruments for RealConsent
...................................................... 6 -- Data
Analysis
.....................................................................................................................
9 -- Test-retest reliability.
............................................................................................
9 -- Cronbach's alpha.
...............................................................................................
10 -- Split-half reliability.
............................................................................................
10 -- Validity assessment.
............................................................................................
11 -- Results
..........................................................................................................................................
13 -- Test-retest
Reliability......................................................................................................
13 -- Cronbach's Alpha
...........................................................................................................
13 -- Split-Half Reliability
.......................................................................................................
14 -- Validity Assessment
........................................................................................................
14 --
Discussion.....................................................................................................................................
17 -- Reliability Assessments
...................................................................................................
17 -- Validity Assessment
........................................................................................................
18 -- Future Directions
........................................................................................................................
19 -- Table 1
..........................................................................................................................................
21 -- Table 2a
........................................................................................................................................
22 -- Table
2b........................................................................................................................................
22 -- Table 3
..........................................................................................................................................
23 -- Table 4
..........................................................................................................................................
24 -- References
....................................................................................................................................
25"
published,emory:d74ms,"Acker, Timothy Michael","Structural Determinants of Activity, Mechanism and Structure
Activity Relationships of Novel GluN2C/D Subunit Selective
Antagonists of the N-methyl-D-Aspartate Receptor","The N-methyl-D-Aspartate (NMDA) receptors are ionotropic
glutamate receptors whose family members, identified by sequence
homology and pharmacology, comprise the
2-amino-3-(3-hydroxy-5-methyl-isoxazol-4-yl)propanoic acid (AMPA),
kainate and delta receptors. The NMDA receptors respond to the
co-agonists glycine and glutamate and mediate the slow component of
excitatory neurotransmission throughout the central nervous system
(CNS). The functional NMDA receptor is a hetero-tetramer consisting
of two GluN1 subunits which bind to glycine and two GluN2 subunits
(GluN2A-D). Both the Glun1 subunits, which have eight different
splice variants, and the GluN2 subunits, which are encoded by four
distinct genes, can impart various unique functional and
pharmacological properties to the functional receptor, with the
GluN2 subunits having a greater impact on the various different
properties. While the receptors have been known and studied
intensely for several decades, until recently, subunit-selective
pharmacological tools remained elusive since the 1980s when the
first selective agent targeting GluN2B receptors was discovered and
characterized. This dissertation describes novel subunit-selective
allosteric modulators which target the GluN2C- and
GluN2D-containing NMDA receptors. The findings include the
identification of key structural determinants of activity for one
of the classes described, the identification of highly potent and
selective congeners within the same class, the stereochemical
preference of one of the more potent and selective members of the
small molecules, the beginning of the physicochemical property
optimization of the molecules and data and hypotheses suggesting
that distinct classes of molecules bind to a shared, or overlapping
site at the GluN2D containing receptors.","-- Chapter 1: Introduction --
-- 1 --


-- 1.1. Abstract --
-- 1 --


-- 1.2. Introduction --
-- 1 --


-- 1.3. NMDA receptor topology --
-- 4 --


-- a. Subunit arrangement and stoichiometry --
-- 4 --


-- b. The amino-terminal domain --
-- 6 --


-- c. The ligand-binding domain -- d. The trans-membrane linker
and spanning domains -- e. The carboxy-terminus domain --
-- 9 -- 11 -- 13 --


-- 1.4. NMDA receptor pharmacology --
-- 13 --


-- a. NMDA receptor agonists --
-- 13 --


-- b. Competitive antagonists of the NMDA receptor --
-- 18 --


-- c. Noncompetitive modulators of the NMDA receptor --
-- 21 --


-- d. Uncompetitive antagonists of the NMDA receptor --
-- 27 --


-- 1.5. Anatomical location, physiological function and
therapeutic rationale --
-- 30 --


-- a. Anatomical location and physiological function --
-- 30 --


-- b. Therapeutic rationale --
-- 33 --


-- 1.6. Structure activity relationship rationale --
-- 35 --


-- Chapter 2: Materials and Methods --
-- 39 --


-- 2.1. Molecular biology --
-- 39 --


-- 2.2. Two-electrode voltage-clamp recording from Xenopus
laevis oocytes --
-- 39 --


-- 2.3. Compound solubility --
-- 41 --


-- 2.4. MDR-MDCK1 permeability assay --
-- 41 --


-- 2.5. Human liver microsomal stability --
-- 43 --


-- 2.6. Reagents --
-- 43 --


-- 2.7. Chemistry experimental --
-- 44 --


-- 2.8. Computational analysis --
-- 45 --


-- 2.9. Data analysis --
-- 45 --


-- Chapter 3: Mechanism and structural determinants of activity
for DQP-1105 --
-- 47 --


-- 3.1. Abstract --
-- 47 --


-- 3.2. Introduction --
-- 47 --


-- 3.3. Results --
-- 49 --


-- a. Subunit selectivity of DQP-1105 inhibition --
-- 49 --


-- b. Mechanism of action of DQP-1105 --
-- 52 --


-- c. Structural determinants of DQP-1105 activity --
-- 55 --


-- 3.4. Discussion --
-- 58 --


-- Chapter 4: Structure activity relationship of DQP-1105 class
of compounds --
-- 63 --


-- 4.1. Abstract --
-- 63 --


-- 4.2. Introduction --
-- 63 --


-- 4.3. Results --
-- 66 --


-- a. Chemistry --
-- 66 --


-- b. Evaluation of off-target effects --
-- 92 --


-- c. Aqueous solubility, BBB penetration and human liver
microsomal stability --
-- 94 --


-- 4.4. Discussion --
-- 98 --


-- 4.5. Chemistry experimental --
-- 103 --


-- a. Evaluation of enantiomers --
-- 103 --


-- b. Synthetic procedures --
-- 105 --


-- Chapter 5: QSAR and ROCS computational modeling --
-- 271 --


-- 5.1. Abstract --
-- 271 --


-- 5.2. Introduction --
-- 271 --


-- 5.3. Results --
-- 274 --


-- a. Tanimoto comparison of distinct classes and synthesis of
hybrid compounds --
-- 274 --


-- b. QSAR Modeling --
-- 283 --


-- 5.4. Discussion --
-- 295 --


-- 5.5. Chemistry experimental --
-- 296 --


-- a. Synthesis of hybrid molecules --
-- 296 --


-- b. Synthesis of QNZ analogs --
-- 301 --


-- Chapter 6: 1063 Series of Antagonists --
-- 316 --


-- 6.1. Abstract --
-- 317 --


-- 6.2. Introduction --
-- 317 --


-- 6.3. Results --
-- 322 --


-- 6.4. Discussion --
-- 335 --


-- 6.5. Chemistry experimental --
-- 336 --


-- Chapter 7: Discussion and Conclusion --
-- 355 --


-- 7.1. Summary --
-- 365 --


-- 7.2. DQP-1105 as a representative member of the class of
compounds --
-- 366 --


-- 7.3. Optimizing the DQP-class of compounds through synthetic
chemistry --
-- 368 --


-- 7.4. QSAR and ROCS computational modeling --
-- 372 --


-- 7.5. 1063 Series of Antagonists --
-- 374 --


-- 7.6. Conclusion --
-- 375 --


-- Chapter 8: References --
-- 377 --



-- Figures and Tables --



-- Fig. 1.1. Linear amino acid sequence and structural homology
model of an NMDA -- receptor --
-- 5 --


-- Table 1.1. Sequence identity and conservation between NMDA
receptor subunits --
-- 7 --


-- Fig. 1.2. GluN1/GluN2D ligand binding domain interface and
transmembrane linker regions. --
-- 10 --


-- Table 1.2. Glycine site agonists --
-- 15 --


-- Table 1.3. Glutamate site agonists --
-- 16 --


-- Table 1.4. Competitive antagonsits of the NMDA receptor
--
-- 19 --


-- Fig. 1.3. GluN2A and GluN2B subunit-selective modulators.
--
-- 22 --


-- Table 1.5. IC50 values for noncompetitive GluN2B-selective
NMDA receptor antagonists --
-- 23 --


-- Fig. 1.4. Negative allosteric modulators of GluN2C- and
Glun2D-containing receptors. --
-- 26 --


-- Fig. 1.5. Clinically relevant NMDA receptor antagonists
--
-- 28 --


-- Table 1.6. Uncompetitive antagonists of the NMDA receptor
--
-- 29 --


-- Fig. 1.6. In Situ hybridization of the NMDAR subunit mRNA
throughout rat development --
-- 31 --


-- Fig. 3.1. DQP-1105 inhibition and subunit-selectivity
--
-- 50 --


-- Table. 3.1. Concentration-response data for DQP-1105 at
ionotropic glutamate receptors --
-- 51 --


-- Fig. 3.2. DQP-1105 inhibits recombinant GluN1/GluN2D
receptors through a non-competitive and voltage-independent
mechanism --
-- 54 --


-- Fig. 3.4. Chimeric receptor data using DQP-1105 --
-- 56 --


-- Fig. 3.5. Cartoon illustration of structural determinants of
selectivity for DQP-1105 --
-- 61 --


-- Fig. 4.1. General structure of DQP-class of compounds
--
-- 67 --


-- Scheme 4.1. Synthesis of dihydro-quinolone-pyrazoline
derivatives --
-- 68 --


-- Scheme 4.2. Synthesis of unsaturated chain containing
compounds --
-- 69 --


-- Table 4.1. Evaluation of A-Ring para substitutions --
-- 71 --


-- Table 4.2. Evaluation of A-Ring ortho- and meta-
substitutions --
-- 72 --


-- Scheme 4.3. Synthesis of primary alcohol and amide
derivatives --
-- 73 --


-- Figure 4.2. Correlation between C-ring ÃÆ’
and Ãâ‚¬ paramaters to potency --
-- 74 --


-- Table 4.3. A and B Ring Modifications --
-- 76 --


-- Fig. 4.3. Evaluation of substituent effects of B-ring
modifications --
-- 77 --


-- Table 4.4. B Ring Modifications --
-- 79 --


-- Table 4.5. B-Ring Di-substitutions --
-- 80 --


-- Table 4.6. C-Ring Modifications --
-- 81 --


-- Table 4.7. Acyl chain perturbations --
-- 83 --


-- Scheme 4.3. Synthesis of alky derivatives --
-- 85 --


-- Scheme 4.4. Synthesis of mono-fluoro isostere of the alcohol
derivative --
-- 86 --


-- Scheme 4.5. Scaffold-hopping synthesis --
-- 88 --


-- Fig. 4.3 Enantiomeric resolution of 997-23 --
-- 90 --


-- Table 4.8. Stereochemistry preference of purified
enantiomers --
-- 91 --


-- Table 4.9. Off-target responses for compounds 997-23 and
997-33 --
-- 93 --


-- Table 4.10. MDR1-MDCK permeability assay --
-- 95 --


-- Table. 4.11. Human liver microsomal stability --
-- 96 --


-- Fig. 4.5. Improvements in selectivity and potency --
-- 99 --


-- Fig. 4.6. Pharmacophore features elucidated through SAR
--
-- 100 --


-- Fig. 5.1. ROCS overlay of energy minimized conformation of
1179 S with the most similar 1936 conformation found in ROCS
--
-- 276 --


-- Fig. 5.2. ROCS overlay of energy minimized conformation of
1179 R with most similar conformation of 1936 --
-- 278 --


-- Fig. 5.3. ROCS overlay of energy minimized compound 1936 and
most similar 1179 S conformation --
-- 277 --


-- Scheme 5.1. Synthesis of hybrid compound --
-- 281 --


-- Table 5.1. Potency of novel hydroxy-napthyl containing
compounds at recombinant NMDA receptors. --
-- 282 --


-- Table 5.2. Structural modifications made to the QNZ class of
molecules --
-- 284 --


-- Fig.5.4. Schematic representation of QSAR model --
-- 286 --


-- Table 5.3. Analytical data for QSAR models derived from QNZ
data set --
-- 288 --


-- Table 5.4. Ligand data set used to derive QSAR models
--
-- 289 --


-- Table 5.5. QSAR model ANRRRR.36 site measurements and angles
--
-- 292 --


-- Fig. 5.5. Compounds identified as active in the initial
screening using QNZ-QSAR --
-- 294 --


-- Fig. 6.1. Screening hit and general structure for
1063-series SAR --
-- 318 --


-- Scheme 6.1. General synthetic scheme for 1063-analogs
--
-- 320 --


-- Scheme 6.2. Retro-synthetic route to differentially
substituted indoles --
-- 321 --


-- Table 6.1. Substitutions to the terminal aryl ring --
-- 323 --


-- Scheme 6.3 Sonagashira methodology --
-- 326 --


-- Scheme 6.4. Larock indole synthesis of 3, 5-dimethyl
substituted indole containing --
-- 327 --


-- Scheme 6.5. Larock indole synthesis of 3-methyl,
5-caroxylate derivative --
-- 328 --


-- Scheme 6.6. Larock methodology for mono-substituted indole
compounds --
-- 329 --


-- Scheme 6.7. Sonagashira method access to 2-substituted
indoles --
-- 330 --


-- Scheme 6.8. Substitution to the phenyl linker --
-- 331 --


-- Scheme 6.9. Further substitution to the phenyl linker
--
-- 332 --


-- Scheme 6.10. Orientation of the amide linkage --
-- 333 --


-- Table 6.2. Potency of 1063 compounds against NMDA receptors
--
-- 334 --"
published,emory:92hgx,"Miles, Leigh","Examination of Phasic and Sustained Fear Responses Using a Novel
Sustained Fear Conditioning Paradigm","Abstract

Examination of Phasic and Sustained Fear Responses
Using a Novel Sustained Fear Conditioning Paradigm

By: Leigh Miles
Basic research has greatly improved our understanding of
the neural mechanisms underlying emotional disorders such as fear
and anxiety. Preclinical research has shown that while fear- and
anxiety- like responses share similar physiological symptoms, they
are mediated by different neural substrates. The medial division of
the central nucleus of the amygdala (CeAM) is necessary
for the expression of fear-like responses to short-duration,
predictable threats (operationally defined as phasic fear), and the
bed nucleus of the stria terminalis (BNST) is necessary for the
expression of anxiety-like responses to more long-duration, less
predictable threats (operationally defined as sustained
fear).
Experiments within this dissertation used fear-potentiated
startle procedures to further examine the neural mechanisms
mediating phasic and sustained fear responses in rats. Studies were
designed to measure within-subject phasic and sustained fear, to
pharmacologically dissociate fear responses using treatments that
either are or are not clinically effective
anxiolytics, and to evaluate if the selective serotonin reuptake
inhibitor fluoxetine mediates its effects through serotonin within
the BNST.
Rats received a single pre-test injection of the
benzodiazepine chlordiazepoxide (10 mg/kg), the 5-HT1A
partial agonist buspirone (5 mg/kg), the selective serotonin
reuptake inhibitor fluoxetine (10 mg/kg), or chronic (21-day)
fluoxetine treatment and were tested for phasic and sustained fear.
The role of serotonin within the BNST in chronic fluoxetine
treatment was assessed in rats given chronic fluoxetine and then
tested for sustained fear 48 hrs after bilateral BNST infusions of
the serotonin lesioning agent,
5,7-dihydroxytryptamine
(2µg/side).
Acute chlordiazepoxide (clinically effective treatment)
blocked sustained but not phasic responses, acute buspirone (not
clinically effective) did not affect sustained, but did disrupt
phasic responses, chronic fluoxetine (clinically effective
treatment) blocked sustained responses and unreliably reduced
phasic responses, and acute fluoxetine (not clinically effective)
affected neither. The results provide further evidence that phasic
and sustained fear are mediated by different neural mechanisms and
suggest that sustained fear may have greater predictive validity as
a model of clinical anxiety as compared to phasic fear. Finally,
although not statistically significant, results suggest that
serotonin within the BNST may be important for the anxiolytic
effects of chronic fluoxetine in this model.","Table of Contents -- Chapter 1: General
introduction…………………………………………………………..........................1
-- Chapter 2: Modification of phasic and sustained fear
paradigms......................…....…17 -- Chapter 3:
Phasic and sustained fear are pharmacologically dissociable in
rats…......…52 -- Chapter 4: The role of serotonin
(within the bed nucleus of the stria terminalis) -- in sustained
fear………………………………....................................……………………............…94
-- Chapter 5: General
discussion………………...……..………….………………….….......................132"
